"dataset","record_id","field_path","claim","official_source_urls","accessed_date","direct_support","status","correction_needed","finding_id"
"BENEFIT_META","adult-health-benefit","public/data.js:BENEFIT_META[""adult-health-benefit""].difficulty","2","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","adult-health-benefit","public/data.js:BENEFIT_META[""adult-health-benefit""].effort","Form + proof of income","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Add categorical eligibility, status and high-drug documentation where applicable; proof of income alone is incomplete.","ABFED-02"
"BENEFIT_META","adult-health-benefit","public/data.js:BENEFIT_META[""adult-health-benefit""].wait","a few weeks","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","no","unsupported","Replace 'a few weeks' with 'ask Health Benefits for the current processing time.'","ABFED-10"
"BENEFIT_META","child-health-benefit","public/data.js:BENEFIT_META[""child-health-benefit""].difficulty","2","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","child-health-benefit","public/data.js:BENEFIT_META[""child-health-benefit""].effort","Form + proof of income","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","partial","ambiguous","Add status/residency and exclusion checks; proof of income alone is incomplete.","ABFED-09"
"BENEFIT_META","child-health-benefit","public/data.js:BENEFIT_META[""child-health-benefit""].wait","a few weeks","https://www.alberta.ca/alberta-child-health-benefit","2026-07-22","no","unsupported","Replace 'a few weeks' with 'ask Health Benefits for the current processing time.'","ABFED-10"
"BENEFIT_META","parking-placard","public/data.js:BENEFIT_META[""parking-placard""].difficulty","1","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","parking-placard","public/data.js:BENEFIT_META[""parking-placard""].effort","Short form + a registry visit","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","parking-placard","public/data.js:BENEFIT_META[""parking-placard""].wait","often same day","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","no","unsupported","Remove 'often same day'; the official page does not publish a processing promise.","ABFED-06"
"BENEFIT_META","airdrie-fair-access","public/data.js:BENEFIT_META[""airdrie-fair-access""].difficulty","1","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","airdrie-fair-access","public/data.js:BENEFIT_META[""airdrie-fair-access""].effort","One online form","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","airdrie-fair-access","public/data.js:BENEFIT_META[""airdrie-fair-access""].wait","ask when you apply","https://www.airdrie.ca/index.cfm?serviceID=2157","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","woodbuffalo-lift","public/data.js:BENEFIT_META[""woodbuffalo-lift""].difficulty","1","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","woodbuffalo-lift","public/data.js:BENEFIT_META[""woodbuffalo-lift""].effort","Online form + proof of income","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","woodbuffalo-lift","public/data.js:BENEFIT_META[""woodbuffalo-lift""].wait","7–10 business days","https://www.rmwb.ca/programs-and-services/transit/low-income-fare-transit-program-lift/","2026-07-22","yes","verified","No correction identified for the published/general timing description.",""
"BENEFIT_META","sprucegrove-low-income-transit","public/data.js:BENEFIT_META[""sprucegrove-low-income-transit""].difficulty","1","https://www.sprucegrove.org/services/spruce-grove-transit/transit-fares/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","sprucegrove-low-income-transit","public/data.js:BENEFIT_META[""sprucegrove-low-income-transit""].effort","Application + proof of income","https://www.sprucegrove.org/services/spruce-grove-transit/transit-fares/","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","sprucegrove-low-income-transit","public/data.js:BENEFIT_META[""sprucegrove-low-income-transit""].wait","Apply year-round","https://www.sprucegrove.org/services/spruce-grove-transit/transit-fares/","2026-07-22","no","unsupported","Move 'applications accepted year-round' out of the wait field; it renders as 'Wait for a decision' and is not a processing time.","ABFED-A03"
"BENEFIT_META","leduc-subsidies","public/data.js:BENEFIT_META[""leduc-subsidies""].difficulty","1","https://www.leduc.ca/community/family-community-support-services/housing-financial-support","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","leduc-subsidies","public/data.js:BENEFIT_META[""leduc-subsidies""].effort","Contact FCSS for an assessment","https://www.leduc.ca/community/family-community-support-services/housing-financial-support","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","leduc-subsidies","public/data.js:BENEFIT_META[""leduc-subsidies""].wait","Ask when you apply","https://www.leduc.ca/community/family-community-support-services/housing-financial-support","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","cochrane-connect-card","public/data.js:BENEFIT_META[""cochrane-connect-card""].difficulty","2","https://www.cochrane.ca/node/241/financial-resources/cochrane-connect-card","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","cochrane-connect-card","public/data.js:BENEFIT_META[""cochrane-connect-card""].effort","Appointment + income documents","https://www.cochrane.ca/node/241/financial-resources/cochrane-connect-card","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","cochrane-connect-card","public/data.js:BENEFIT_META[""cochrane-connect-card""].wait","Ask when you apply","https://www.cochrane.ca/node/241/financial-resources/cochrane-connect-card","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","okotoks-fee-assistance","public/data.js:BENEFIT_META[""okotoks-fee-assistance""].difficulty","1","https://www.okotoks.ca/your-community/social-well-being/family-community-resources/okotoks-family-resource-centre-7","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","okotoks-fee-assistance","public/data.js:BENEFIT_META[""okotoks-fee-assistance""].effort","Application + proof of income","https://www.okotoks.ca/your-community/social-well-being/family-community-resources/okotoks-family-resource-centre-7","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","okotoks-fee-assistance","public/data.js:BENEFIT_META[""okotoks-fee-assistance""].wait","Ask when you apply","https://www.okotoks.ca/your-community/social-well-being/family-community-resources/okotoks-family-resource-centre-7","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","canmore-affordable-services","public/data.js:BENEFIT_META[""canmore-affordable-services""].difficulty","1","https://www.canmore.ca/your-community/community-supports-and-services/affordable-services-program","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","canmore-affordable-services","public/data.js:BENEFIT_META[""canmore-affordable-services""].effort","Application + proof of income","https://www.canmore.ca/your-community/community-supports-and-services/affordable-services-program","2026-07-22","partial","ambiguous","Add three-month residence and accepted-status documentation.","ABFED-14"
"BENEFIT_META","canmore-affordable-services","public/data.js:BENEFIT_META[""canmore-affordable-services""].wait","Ask when you apply","https://www.canmore.ca/your-community/community-supports-and-services/affordable-services-program","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","lloydminster-recreation-access","public/data.js:BENEFIT_META[""lloydminster-recreation-access""].difficulty","1","https://www.lloydminster.ca/recreation-culture-community/social-programs-and-services/recreation-access-program/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","lloydminster-recreation-access","public/data.js:BENEFIT_META[""lloydminster-recreation-access""].effort","Application + proof of income","https://www.lloydminster.ca/recreation-culture-community/social-programs-and-services/recreation-access-program/","2026-07-22","partial","ambiguous","Reflect AISH/SAID/newcomer alternate routes, not proof of income only.","ABFED-13"
"BENEFIT_META","lloydminster-recreation-access","public/data.js:BENEFIT_META[""lloydminster-recreation-access""].wait","Ask when you apply","https://www.lloydminster.ca/recreation-culture-community/social-programs-and-services/recreation-access-program/","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","fortsask-access","public/data.js:BENEFIT_META[""fortsask-access""].difficulty","1","https://www.fortsask.ca/recreation-parks/program-registrations-drop-in-classes/access-for-everyone-program/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","fortsask-access","public/data.js:BENEFIT_META[""fortsask-access""].effort","Application + proof of income","https://www.fortsask.ca/recreation-parks/program-registrations-drop-in-classes/access-for-everyone-program/","2026-07-22","partial","ambiguous","Reflect approved-program alternate routes, not proof of income only.","ABFED-13"
"BENEFIT_META","fortsask-access","public/data.js:BENEFIT_META[""fortsask-access""].wait","Ask when you apply","https://www.fortsask.ca/recreation-parks/program-registrations-drop-in-classes/access-for-everyone-program/","2026-07-22","partial","ambiguous","This is cautious non-numeric wording rather than a published service standard; keep it clearly framed as unknown/current-program confirmation.",""
"BENEFIT_META","local-supports","public/data.js:BENEFIT_META[""local-supports""].difficulty","1","https://ab.211.ca/","2026-07-22","manual","manual follow-up required","Difficulty is an unsourced editorial score that changes display and priority order; establish a documented rubric and validate with disabled users before treating it as evidence-based.","ABFED-A02"
"BENEFIT_META","local-supports","public/data.js:BENEFIT_META[""local-supports""].effort","Call 2-1-1","https://ab.211.ca/","2026-07-22","yes","verified","No correction identified at this concise effort level.",""
"BENEFIT_META","local-supports","public/data.js:BENEFIT_META[""local-supports""].wait","immediate","https://ab.211.ca/","2026-07-22","yes","verified","No correction identified for the published/general timing description.",""
"BENEFIT_EXTRA","cwb-disability","public/data.js:BENEFIT_EXTRA[""cwb-disability""].taxNote","It's a refundable credit — you receive it even if you owe no tax. You need working income and the DTC on file with the CRA.","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","yes","verified","Refundable nature, working income and DTC are supported; main matcher still needs statutory exclusions.","ABFED-08"
"BENEFIT_EXTRA","cwb-disability","public/data.js:BENEFIT_EXTRA[""cwb-disability""].related[0]","dtc","https://www.canada.ca/en/revenue-agency/services/tax/individuals/topics/about-your-tax-return/tax-return/completing-a-tax-return/deductions-credits-expenses/line-45300-canada-workers-benefit-cwb/how-much-you-can-get.html | https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/5009-s6/5009-s6-25e.pdf","2026-07-22","yes","verified","DTC is a direct prerequisite for the disability supplement.","ABFED-08"
"BENEFIT_EXTRA","dres","public/data.js:BENEFIT_EXTRA[""dres""].related[0]","ab-grant-disability","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","no","unsupported","Do not label Alberta/federal student disability grants as 'Works well with' DRES without context; DRES excludes supports at publicly funded Alberta post-secondary institutions.","ABFED-A04; ABFED-07"
"BENEFIT_EXTRA","dres","public/data.js:BENEFIT_EXTRA[""dres""].related[1]","csg-dse","https://www.alberta.ca/disability-related-employment-supports","2026-07-22","no","unsupported","Do not label Alberta/federal student disability grants as 'Works well with' DRES without context; DRES excludes supports at publicly funded Alberta post-secondary institutions.","ABFED-A04; ABFED-07"
"BENEFIT_EXTRA","adult-health-benefit","public/data.js:BENEFIT_EXTRA[""adult-health-benefit""].taxNote","If you leave AISH or Income Support because you started working, you may be able to keep this coverage — ask specifically.","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","partial","ambiguous","Clarify the official route: leaving AISH/Income Support because qualifying employment, self-employment or CPP-D income made the person ineligible, subject to all other rules.","ABFED-02"
"BENEFIT_EXTRA","adult-health-benefit","public/data.js:BENEFIT_EXTRA[""adult-health-benefit""].related[0]","aish","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","no","unsupported","Remove AISH from the unqualified 'Works well with' list; active AISH already includes health benefits, while Adult Health includes a route for people leaving AISH.","ABFED-A04"
"BENEFIT_EXTRA","adult-health-benefit","public/data.js:BENEFIT_EXTRA[""adult-health-benefit""].related[1]","aadl","https://www.alberta.ca/alberta-adult-health-benefit","2026-07-22","manual","manual follow-up required","AADL may be relevant but the reviewed Adult Health source does not establish a stacking/interaction rule; verify before calling it 'Works well with'.","ABFED-A04"
"BENEFIT_EXTRA","parking-placard","public/data.js:BENEFIT_EXTRA[""parking-placard""].faqs[0].q","Do I need to own a car?","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","manual","manual follow-up required","This is editorial question wording; no factual correction required.",""
"BENEFIT_EXTRA","parking-placard","public/data.js:BENEFIT_EXTRA[""parking-placard""].faqs[0].a","No — the placard belongs to you and works in any vehicle you're travelling in.","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Answer is directly supported by the official Alberta page.","ABFED-06"
"BENEFIT_EXTRA","parking-placard","public/data.js:BENEFIT_EXTRA[""parking-placard""].faqs[1].q","Who can complete the medical section?","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","manual","manual follow-up required","This is editorial question wording; no factual correction required.",""
"BENEFIT_EXTRA","parking-placard","public/data.js:BENEFIT_EXTRA[""parking-placard""].faqs[1].a","Alberta lists a physician, occupational therapist, physiotherapist, surgeon, podiatrist, nurse practitioner or chiropractor. Check with the practitioner before booking.","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","Answer is directly supported by the official Alberta page.","ABFED-06"
"BENEFIT_SIGNERS","parking-placard","public/data.js:BENEFIT_SIGNERS[""parking-placard""].[0]","family doctor","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","This signer is permitted. The overall list is incomplete: official guidance also names 'physical therapist' and generic 'physician'; preserve safe terminology and add only after mapping directory categories.","ABFED-A05"
"BENEFIT_SIGNERS","parking-placard","public/data.js:BENEFIT_SIGNERS[""parking-placard""].[1]","occupational therapist","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","This signer is permitted. The overall list is incomplete: official guidance also names 'physical therapist' and generic 'physician'; preserve safe terminology and add only after mapping directory categories.","ABFED-A05"
"BENEFIT_SIGNERS","parking-placard","public/data.js:BENEFIT_SIGNERS[""parking-placard""].[2]","physiotherapist","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","This signer is permitted. The overall list is incomplete: official guidance also names 'physical therapist' and generic 'physician'; preserve safe terminology and add only after mapping directory categories.","ABFED-A05"
"BENEFIT_SIGNERS","parking-placard","public/data.js:BENEFIT_SIGNERS[""parking-placard""].[3]","surgeon","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","This signer is permitted. The overall list is incomplete: official guidance also names 'physical therapist' and generic 'physician'; preserve safe terminology and add only after mapping directory categories.","ABFED-A05"
"BENEFIT_SIGNERS","parking-placard","public/data.js:BENEFIT_SIGNERS[""parking-placard""].[4]","podiatrist","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","This signer is permitted. The overall list is incomplete: official guidance also names 'physical therapist' and generic 'physician'; preserve safe terminology and add only after mapping directory categories.","ABFED-A05"
"BENEFIT_SIGNERS","parking-placard","public/data.js:BENEFIT_SIGNERS[""parking-placard""].[5]","nurse practitioner","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","This signer is permitted. The overall list is incomplete: official guidance also names 'physical therapist' and generic 'physician'; preserve safe terminology and add only after mapping directory categories.","ABFED-A05"
"BENEFIT_SIGNERS","parking-placard","public/data.js:BENEFIT_SIGNERS[""parking-placard""].[6]","chiropractor","https://www.alberta.ca/get-parking-placard-people-disabilities","2026-07-22","yes","verified","This signer is permitted. The overall list is incomplete: official guidance also names 'physical therapist' and generic 'physician'; preserve safe terminology and add only after mapping directory categories.","ABFED-A05"
